from_node,to_node,same_path,shortest_total_length_km,shortest_total_weight_km,avoid_total_length_km,avoid_total_weight_km,extra_distance_km,hot_edges_shortest,hot_edges_avoid,avg_hotspot_shortest,avg_hotspot_avoid,max_hotspot_shortest,max_hotspot_avoid,removed_edges_count,added_edges_count,error
A407,A211,,,,,,,,,,,,,,,No path between A407 and A211.
A407,A211 Maidstone Rd,,,,,,,,,,,,,,,No path between A407 and A211 Maidstone Rd.
A407,A212,True,26.019894345346575,26.019894345346575,26.019894345346575,26.019894345346575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A212 Church Road,True,25.990982728450938,25.990982728450938,25.990982728450938,25.990982728450938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A212 Coombe Rd,True,32.08694284293904,32.08694284293904,32.08694284293904,32.08694284293904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A213,True,25.358123007908837,25.358123007908837,25.358123007908837,25.358123007908837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A213 Sunny Bank,True,25.85105857461135,25.85105857461135,25.85105857461135,25.85105857461135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A214,True,26.362573507020798,26.362573507020798,26.362573507020798,26.362573507020798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A214 Crown Dale,True,25.856867348994992,25.856867348994992,25.856867348994992,25.856867348994992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A214/A216,True,27.62269829286449,27.62269829286449,27.62269829286449,27.62269829286449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A215,True,24.224624656227157,24.224624656227157,24.224624656227157,24.224624656227157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A217,,,,,,,,,,,,,,,No path between A407 and A217.
A407,A217/A218,,,,,,,,,,,,,,,No path between A407 and A217/A218.
A407,A217/A3,,,,,,,,,,,,,,,No path between A407 and A217/A3.
A407,A219,True,11.575993293550159,11.575993293550159,11.575993293550159,11.575993293550159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A219/A4,True,10.275001068731775,10.275001068731775,10.275001068731775,10.275001068731775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2198,True,14.704692746844964,14.704692746844964,14.704692746844964,14.704692746844964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2199,True,19.889793115372555,19.889793115372555,19.889793115372555,19.889793115372555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A22,True,34.055616575082574,34.055616575082574,34.055616575082574,34.055616575082574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A220,,,,,,,,,,,,,,,No path between A407 and A220.
A407,A2204,True,39.318441022043054,39.318441022043054,39.318441022043054,39.318441022043054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2205/A2206,True,14.63862753641858,14.63862753641858,14.63862753641858,14.63862753641858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2208,True,17.335165522651973,17.335165522651973,17.335165522651973,17.335165522651973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2209,True,20.258953041890432,20.258953041890432,20.258953041890432,20.258953041890432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A221,,,,,,,,,,,,,,,No path between A407 and A221.
A407,A221 Danson Underpass roundabout,,,,,,,,,,,,,,,No path between A407 and A221 Danson Underpass roundabout.
A407,A221 Penhill Rd roundabout,,,,,,,,,,,,,,,No path between A407 and A221 Penhill Rd roundabout.
A407,A221 Penhill Road roundabout,,,,,,,,,,,,,,,No path between A407 and A221 Penhill Road roundabout.
A407,A2211,True,44.57313603535795,44.57313603535795,44.57313603535795,44.57313603535795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2211/A200,True,21.115558866139445,21.115558866139445,21.115558866139445,21.115558866139445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2212,True,46.55502197834088,46.55502197834088,46.55502197834088,46.55502197834088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2213,True,43.27465118787207,43.27465118787207,43.27465118787207,43.27465118787207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2213 Kidbrooke Park Rd,True,43.42085482126786,43.42085482126786,43.42085482126786,43.42085482126786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2214,True,18.13193068780355,18.13193068780355,18.13193068780355,18.13193068780355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2214 Lausanne Rd,True,18.293346500368596,18.293346500368596,18.293346500368596,18.293346500368596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2216,True,21.799916920450617,21.799916920450617,21.799916920450617,21.799916920450617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2217,True,15.419955041632843,15.419955041632843,15.419955041632843,15.419955041632843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2218,True,48.917177737245126,48.917177737245126,48.917177737245126,48.917177737245126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A222,True,49.66659529885456,49.66659529885456,49.66659529885456,49.66659529885456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A222 Cherry Orchard Rd,True,32.31560582832952,32.31560582832952,32.31560582832952,32.31560582832952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A223,,,,,,,,,,,,,,,No path between A407 and A223.
A407,A224/A20,,,,,,,,,,,,,,,No path between A407 and A224/A20.
A407,A23,True,26.90243191862847,26.90243191862847,26.90243191862847,26.90243191862847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A23 Foxley Lane,True,33.68516172021486,33.68516172021486,33.68516172021486,33.68516172021486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A232,True,32.26098007497759,32.26098007497759,32.26098007497759,32.26098007497759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A232 Stafford Rd,True,33.03412391079347,33.03412391079347,33.03412391079347,33.03412391079347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A233,True,44.245662900005556,44.245662900005556,44.245662900005556,44.245662900005556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
